CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL1741171	103967	Protein RecA	P9WHJ3	SINGLE PROTEIN	Mycobacterium tuberculosis	2119	2211
CHEMBL1250372	103505	Probable cathepsin C	Q8IIJ9	SINGLE PROTEIN	Plasmodium falciparum 3D7	4	4
CHEMBL1641353	103835	DNA-directed RNA polymerase II subunit RPB1	P24928	SINGLE PROTEIN	Homo sapiens	5	9
CHEMBL1287599	103601	Beta-lactamase TEM-1	Q4GY26	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL1287605	103607	Metallo-b-lactamase	Q840P9	SINGLE PROTEIN	Pseudomonas aeruginosa	22	66
CHEMBL1287608	103610	Phosphotransferase pUL97	P16788	SINGLE PROTEIN	Human herpesvirus 5	1	4
CHEMBL2096664	104819	Steroid 5-alpha-reductase	P24008, P31214	PROTEIN FAMILY	Rattus norvegicus	267	311
CHEMBL1795145	104225	Arachidonate 15-lipoxygenase	A2CF88	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1795154	104234	Beta 1,3 N-acetylglucosaminyltransferase	Q8KHG4	SINGLE PROTEIN	Neisseria meningitidis	6	20
CHEMBL2007627	104485	Botulinum neurotoxin type F	P30996	SINGLE PROTEIN	Clostridium botulinum	97	130
CHEMBL1949483	104453	Glycylpeptide N-tetradecanoyltransferase	Q4Q5S8	SINGLE PROTEIN	Leishmania major	71	72
CHEMBL1667677	103869	ADC-18 protein	Q0VTS0	SINGLE PROTEIN	Acinetobacter genomosp. 3	10	25
CHEMBL1250406	103520	Translation factor GUF1, mitochondrial	P46943	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	1	1
CHEMBL1741217	104013	DNA dC->dU-editing enzyme APOBEC-3G	Q9HC16	SINGLE PROTEIN	Homo sapiens	9859	12434
CHEMBL2750	19605	Rous sarcoma virus integrase	P03354	SINGLE PROTEIN	Rous sarcoma virus (strain Prague C) (RSV-PrC)	14	14
CHEMBL1795195	104275	Serine/threonine-protein kinase SMG1	Q96Q15	SINGLE PROTEIN	Homo sapiens	36	40
CHEMBL2062351	104586	ATP synthase subunit alpha, mitochondrial	P25705	SINGLE PROTEIN	Homo sapiens	1	3
CHEMBL2010628	104496	DNA polymerase nu	Q7Z5Q5	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL2010632	104500	Aminopeptidase N	P79098	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL2010622	104490	Leucine-rich repeat serine/threonine-protein kinase 2	Q5S006	SINGLE PROTEIN	Mus musculus	4	8
CHEMBL4195	20152	Phospholipase A2	Q7T3S7	SINGLE PROTEIN	Echis carinatus	8	8
CHEMBL2093867	104683	Protein kinase C (PKC)	O94806, P05129, P05771, P17252, P24723, P41743, Q02156, Q04759, Q05513, Q05655, Q15139	PROTEIN FAMILY	Homo sapiens	474	611
CHEMBL2095191	104775	Casein kinase II	P19784, P67870, P68400	PROTEIN COMPLEX GROUP	Homo sapiens	923	1406
CHEMBL2096983	104863	Sterol O-acyltransferase, Soat	O70536, Q7TQM4	PROTEIN FAMILY	Rattus norvegicus	65	95
CHEMBL2096984	104864	Pancreatic elastase	P00772, P08419	PROTEIN FAMILY	Sus scrofa	322	386
CHEMBL2096987	104867	Geranylgeranyl transferase type I	P29702, Q5EAD5	PROTEIN COMPLEX	Bos taurus	218	226
CHEMBL2096988	104868	Thrombin & trypsin	P00734, P07477, P07478, P35030	SELECTIVITY GROUP	Homo sapiens	254	268
CHEMBL2097168	104879	Protein kinase C, PKC; classical	P05696, P63319, P68403	PROTEIN FAMILY	Rattus norvegicus	88	135
CHEMBL1914265	104361	Tryptophan 2,3-dioxygenase	Q1LK00	SINGLE PROTEIN	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)	6	6
CHEMBL2079852	104673	Protein-glutamine gamma-glutamyltransferase 6	O95932	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL2094139	104721	DNA gyrase	P0AES4, P0AES6	PROTEIN COMPLEX	Escherichia coli K-12	955	1792
CHEMBL2111322	105015	Phosphodiesterase 1	Q01066, Q63421, Q9EPR9	PROTEIN FAMILY	Rattus norvegicus	102	126
CHEMBL2111324	105018	Phosphorylase kinase	P15735, P46019, P46020, Q16816, Q93100	PROTEIN COMPLEX GROUP	Homo sapiens	40	41
CHEMBL2111372	105061	Alcohol dehydrogenase	P00327, P00328	PROTEIN FAMILY	Equus caballus	145	205
CHEMBL2111380	105071	Cathepsin (L and K)	P07711, P43235	SELECTIVITY GROUP	Homo sapiens	98	103
CHEMBL2111390	105085	Beta-secretase (BACE)	P56817, Q9Y5Z0	PROTEIN FAMILY	Homo sapiens	56	58
CHEMBL2111396	105091	Cathepsin (B and K)	P07858, P43235	SELECTIVITY GROUP	Homo sapiens	75	76
CHEMBL2111432	104943	PI3-kinase p110-delta/p85-alpha	O00329, P27986	PROTEIN COMPLEX	Homo sapiens	496	501
CHEMBL2111439	104955	VEGF-receptor 2 and Fibroblast growth factor receptor 1	P11362, P35968	PROTEIN FAMILY	Homo sapiens	50	50
CHEMBL2095205	104789	Monoamine oxidase	P21397, P27338	PROTEIN FAMILY	Homo sapiens	231	394
CHEMBL2095216	104792	Collagenase	P03956, P08253, P14780, P22894, P45452	PROTEIN FAMILY	Homo sapiens	145	148
CHEMBL2095228	104800	Potassium-transporting ATPase	P18434, P19156	PROTEIN COMPLEX	Sus scrofa	425	474
CHEMBL1909481	104326	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Q06210	SINGLE PROTEIN	Homo sapiens	5	7
CHEMBL1909484	104329	Sentrin-specific protease 1	Q9P0U3	SINGLE PROTEIN	Homo sapiens	293	481
CHEMBL1909485	104330	Glycogen synthase kinase 3 beta	B2LUN4	SINGLE PROTEIN	Sus scrofa	50	50
CHEMBL1909487	104332	Protein-arginine deiminase type-2	Q9Y2J8	SINGLE PROTEIN	Homo sapiens	52	94
CHEMBL1932892	104396	Lysozyme C	P00698	SINGLE PROTEIN	Gallus gallus	21	158
CHEMBL1795132	104212	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	Q08834	SINGLE PROTEIN	Rattus norvegicus	1	9
CHEMBL1795137	104217	Cytochrome P450 2D15	Q29473	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL1932906	104410	Probable carboxylesterase 12	Q9SMN0	SINGLE PROTEIN	Arabidopsis thaliana	3	4
CHEMBL1932907	104411	Probable thylakoidal processing peptidase 2, chloroplastic	Q9M9Z2	SINGLE PROTEIN	Arabidopsis thaliana	2	2
CHEMBL1795191	104271	Cyclin-dependent kinase 10	Q15131	SINGLE PROTEIN	Homo sapiens	21	21
CHEMBL2046260	104561	Kynurenine--oxoglutarate transaminase 3	Q6YP21	SINGLE PROTEIN	Homo sapiens	8	9
CHEMBL2046262	104563	Membrane-bound lytic murein transglycosylase B	P41052	SINGLE PROTEIN	Escherichia coli (strain K12)	4	4
CHEMBL2069158	104595	N-acetyllactosaminide alpha-1,3-galactosyltransferase	P14769	SINGLE PROTEIN	Bos taurus	8	17
CHEMBL2372	12654	Catechol O-methyltransferase	P22734	SINGLE PROTEIN	Rattus norvegicus	194	586
CHEMBL2559	10874	Dipeptidyl peptidase IV	P81425	SINGLE PROTEIN	Bos taurus	8	9
CHEMBL2006	326	DNA-directed RNA polymerase beta chain	P9WGY9	SINGLE PROTEIN	Mycobacterium tuberculosis	10	22
CHEMBL2019	19914	Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI)	P49895	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL2201	11048	Dual specificity mitogen-activated protein kinase kinase 4	P47809	SINGLE PROTEIN	Mus musculus	23	23
CHEMBL2209	12477	Glutathione S-transferase Mu 1	P04905	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3216	12240	Carnitine palmitoyltransferase 1B	Q63704	SINGLE PROTEIN	Rattus norvegicus	34	39
CHEMBL3262	12083	Lanosterol synthase	P48450	SINGLE PROTEIN	Rattus norvegicus	146	250
CHEMBL3267	11939	PI3-kinase p110-gamma subunit	P48736	SINGLE PROTEIN	Homo sapiens	2840	3315
CHEMBL2726	12804	Sialidase 1	Q99519	SINGLE PROTEIN	Homo sapiens	53	63
CHEMBL2932	17092	Alpha-glucosidase MAL12	P53341	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	46	70
CHEMBL3038	10506	Carboxypeptidase M	P14384	SINGLE PROTEIN	Homo sapiens	10	13
CHEMBL3086	12300	Acetyl-Coenzyme A carboxylase	Q5SWU9	SINGLE PROTEIN	Mus musculus	2	4
CHEMBL3430877	109634	Proto-oncogene tyrosine-protein kinase receptor Ret /Nuclear receptor coactivator 4 fusion protein	P07949, Q13772	CHIMERIC PROTEIN	Homo sapiens	1	1
CHEMBL2364680	106180	Thymidylate synthase	P12461	SINGLE PROTEIN	Candida albicans	0	0
CHEMBL3097983	107984	Proline racemase	Q9L4Q3	SINGLE PROTEIN	Clostridium sticklandii	3	7
CHEMBL3097984	107985	Serine racemase	O59791	SINGLE PROTEIN	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1	2
CHEMBL3616356	109876	D-aspartate oxidase	D3ZDM7	SINGLE PROTEIN	Rattus norvegicus	3	5
CHEMBL4312	30041	Serine/threonine-protein kinase 36	Q9NRP7	SINGLE PROTEIN	Homo sapiens	104	164
CHEMBL3559678	109733	Genome polyprotein	Q91H74	SINGLE PROTEIN	Dengue virus 2	138	200
CHEMBL3559681	109736	2-amino-4-hydroxy-6-hydroxymethyldihydropteridin e pyrophosphokinase	X5EH84	SINGLE PROTEIN	Staphylococcus aureus	60	89
CHEMBL2406897	107632	Cytochrome P450 2W1	Q8TAV3	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2439944	107671	2-acylglycerol O-acyltransferase 2	Q3SYC2	SINGLE PROTEIN	Homo sapiens	199	382
CHEMBL4193	100225	Alpha-mannosidase	Q9SEH8	SINGLE PROTEIN	Glycine max	82	188
CHEMBL4239	11212	Oligosaccharyl transferase 48 kDa subunit	P39656	SINGLE PROTEIN	Homo sapiens	13	13
CHEMBL5173	100774	Orotidine phosphate decarboxylase	Q8T6J6	SINGLE PROTEIN	Plasmodium falciparum	9	9
CHEMBL1667690	103882	IND-like metallo-beta-lactamase	Q6JE29	SINGLE PROTEIN	Chryseobacterium indologenes	8	8
CHEMBL3232678	108266	Neuraminidase	Q194T1	SINGLE PROTEIN	Influenza A virus	16	32
CHEMBL3232699	108287	Arginase-1	P07824	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL2375201	107581	Tyrosine-protein kinase transmembrane receptor ROR2	Q01974	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3038457	107883	AMPK alpha2/beta2/gamma3	O43741, P54646, Q9UGI9	PROTEIN COMPLEX	Homo sapiens	5	6
CHEMBL3038465	107891	cIAP1/cIAP2	Q13489, Q13490	PROTEIN FAMILY	Homo sapiens	2	2
CHEMBL3038471	107897	CDK3/Cyclin E	P24864, Q00526	PROTEIN COMPLEX	Homo sapiens	462	836
CHEMBL3038494	107920	Casein kinase I delta/epsilon	P48730, P49674	PROTEIN COMPLEX	Homo sapiens	31	31
CHEMBL3038509	107935	PI4KA/PI4KAP2	A4QPH2, P42356	PROTEIN COMPLEX	Homo sapiens	16	16
CHEMBL3301421	108428	Geranylgeranyl transferase type 1	Q61239, Q8BUY9	PROTEIN COMPLEX	Mus musculus	44	44
CHEMBL3707469	110000	Regulator of G-protein signaling 16	O15492	SINGLE PROTEIN	Homo sapiens	1	2
CHEMBL3227915	108264	Indolethylamine N-methyltransferase	O97972	SINGLE PROTEIN	Oryctolagus cuniculus	82	82
CHEMBL3945	17077	Choline acetylase	P32738	SINGLE PROTEIN	Rattus norvegicus	118	192
CHEMBL3422	11593	Steroid 5-alpha-reductase 1	P24008	SINGLE PROTEIN	Rattus norvegicus	161	169
CHEMBL3775	10332	Dual specificity phosphatase Cdc25A	P30304	SINGLE PROTEIN	Homo sapiens	379	521
CHEMBL4243	11238	Type I inositol-1,4,5-trisphosphate 5-phosphatase	Q14642	SINGLE PROTEIN	Homo sapiens	11	11
CHEMBL4746	12769	FK506 binding protein 3	Q00688	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL4524	30044	Serine/threonine-protein kinase PAK7	Q9P286	SINGLE PROTEIN	Homo sapiens	837	1570
CHEMBL4851	30048	Serine/threonine-protein kinase 38-like	Q9Y2H1	SINGLE PROTEIN	Homo sapiens	134	192
CHEMBL5810	101340	Ephrin type-A receptor 1	P21709	SINGLE PROTEIN	Homo sapiens	368	598
CHEMBL2176776	105351	Sentrin-specific protease 2	Q9HC62	SINGLE PROTEIN	Homo sapiens	3	4
CHEMBL2176781	105356	Tyrosine-protein kinase transmembrane receptor ROR1	Q9Z139	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2176784	105359	Serine/threonine-protein kinase MAK	Q04859	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2176832	105407	Glyceraldehyde-3-phosphate dehydrogenase	P04797	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL2176833	105408	Glutamate dehydrogenase 1, mitochondrial	P10860	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2176835	105410	Malate dehydrogenase, mitochondrial	P04636	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2176859	105434	Enoyl-[acyl-carrier-protein] reductase [NADPH]	Q9RMI3	SINGLE PROTEIN	Staphylococcus aureus	78	82
CHEMBL5752	101315	Acetylcholinesterase	Q95P20	SINGLE PROTEIN	Musca domestica	8	8
CHEMBL6144	102447	G protein-coupled receptor kinase 6	P43250	SINGLE PROTEIN	Homo sapiens	731	1270
CHEMBL1287607	103609	Neuraminidase	Q75VQ4	SINGLE PROTEIN	Influenza A virus (A/Aichi/2/1968(H3N2))	5	6
CHEMBL2258	12470	Tyrosine-protein kinase Lyn	P25911	SINGLE PROTEIN	Mus musculus	16	17
CHEMBL2389	10324	Adenosylhomocysteinase	P50247	SINGLE PROTEIN	Mus musculus	33	45
CHEMBL2558	11150	Death-associated protein kinase 1	P53355	SINGLE PROTEIN	Homo sapiens	718	1313
CHEMBL3259464	108305	Arylamine N-acetyltransferase 2	P50293	SINGLE PROTEIN	Mesocricetus auratus	1	1
CHEMBL3259489	108330	Acyl-coenzyme A thioesterase 1	O55137	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3259502	108343	Presenilins-associated rhomboid-like protein, mitochondrial	Q5XJY4	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3259505	108346	Phospholipase DDHD1	Q80YA3	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3259509	108350	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	Q9DBL9	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL3259513	108354	DNA topoisomerase 1	P06612	SINGLE PROTEIN	Escherichia coli (strain K12)	2	4
CHEMBL3286061	108363	Sphingosine-1-phosphate lyase 1	O95470	SINGLE PROTEIN	Homo sapiens	51	72
CHEMBL3286062	108364	Legumain	Q95M12	SINGLE PROTEIN	Bos taurus	1	3
CHEMBL3286084	108386	Delta-aminolevulinic acid dehydratase	C3LPU7	SINGLE PROTEIN	Vibrio cholerae serotype O1 (strain M66-2)	15	36
CHEMBL3286087	108389	Delta-aminolevulinic acid dehydratase	Q9VTV9	SINGLE PROTEIN	Drosophila melanogaster	15	15
CHEMBL2959	10918	Tyrosine-protein kinase ITK/TSK	Q08881	SINGLE PROTEIN	Homo sapiens	2117	3134
CHEMBL3023	10900	Sphingosine kinase 2	Q9NRA0	SINGLE PROTEIN	Homo sapiens	769	1251
CHEMBL3051	12129	Nitric oxide synthase, inducible	Q06518	SINGLE PROTEIN	Rattus norvegicus	226	255
CHEMBL3577	11130	Aldehyde dehydrogenase 1A1	P00352	SINGLE PROTEIN	Homo sapiens	75399	76155
CHEMBL3722	12438	Glutathione S-transferase Mu 1	P10649	SINGLE PROTEIN	Mus musculus	63	188
CHEMBL3968	20045	Phospholipase A2 isozyme CM-I	P00602	SINGLE PROTEIN	Naja mossambica	9	9
CHEMBL3091270	107981	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Q63T71	SINGLE PROTEIN	Burkholderia pseudomallei (strain K96243)	8	8
CHEMBL2169726	105237	Glucose-6-phosphate 1-dehydrogenase	Q25856	SINGLE PROTEIN	Plasmodium falciparum	45	94
CHEMBL2169729	105240	Pancreatic lipase-related protein 2	P81139	SINGLE PROTEIN	Cavia porcellus	22	36
CHEMBL2169731	105242	NADPH--cytochrome P450 reductase	P16435	SINGLE PROTEIN	Homo sapiens	24	51
CHEMBL2169732	105243	Hydroxyacid oxidase 2	Q9NYQ3	SINGLE PROTEIN	Homo sapiens	54	107
CHEMBL4861	10218	Subtilisin/kexin type 4	Q6UW60	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL5775	101323	Elongation of very long chain fatty acids protein 3	O35949	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL1075027	102978	B-N-acetylhexosaminidase	O85361	SINGLE PROTEIN	Streptomyces plicatus	7	7
CHEMBL1163123	103452	Mitogen-activated protein kinase kinase kinase 6	O95382	SINGLE PROTEIN	Homo sapiens	89	95
CHEMBL5888	101365	Mitogen-activated protein kinase kinase kinase 14	Q99558	SINGLE PROTEIN	Homo sapiens	622	1706
CHEMBL5947	101619	Tyrosine aminotransferase	P04694	SINGLE PROTEIN	Rattus norvegicus	18	28
CHEMBL1287629	103631	AmpC	Q84AD8	SINGLE PROTEIN	Klebsiella pneumoniae	2	4
CHEMBL1649059	103855	Serine/threonine-protein kinase VRK2	Q86Y07	SINGLE PROTEIN	Homo sapiens	326	558
CHEMBL1667678	103870	Extended-spectrum beta-lactamase CTX-M-53	Q2XPY6	SINGLE PROTEIN	Salmonella enterica subsp. enterica serovar Westhampton	12	32
CHEMBL1741216	104012	NADPH oxidase 3	Q9HBY0	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL2111405	105100	Nitric-oxide synthase (endothelial and brain)	P29474, P29475	SELECTIVITY GROUP	Homo sapiens	156	169
CHEMBL3390827	109552	Topoisomerase IV	Q9HUJ8, Q9HUK1	PROTEIN COMPLEX	Pseudomonas aeruginosa	0	0
CHEMBL3396943	109564	DNA-3-methyladenine glycosylase	P29372	SINGLE PROTEIN	Homo sapiens	9	23
CHEMBL3337328	109481	6-phosphogluconolactonase	Q9GRG6	SINGLE PROTEIN	Trypanosoma brucei	1	1
CHEMBL3337333	109486	Methionine aminopeptidase	Q5HEN6	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	32	32
CHEMBL3588728	109817	TNF receptor-associated factor 6	Q9Y4K3	SINGLE PROTEIN	Homo sapiens	4	8
CHEMBL3308924	109112	Valacyclovir hydrolase	Q86WA6	SINGLE PROTEIN	Homo sapiens	4	16
CHEMBL3308939	109224	Phospholipase D1	P70496	SINGLE PROTEIN	Rattus norvegicus 	30	32
CHEMBL3308941	109226	Cathepsin Z	Q9R1T3	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL3308958	109245	Delta-aminolevulinic acid dehydratase	Q82E74	SINGLE PROTEIN	Streptomyces avermitilis 	1	2
CHEMBL3308960	109247	Alpha-amylase	Q7M328	SINGLE PROTEIN	Sus scrofa domesticus	3	3
CHEMBL2285354	105556	1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic	Q9XFS9	SINGLE PROTEIN	Arabidopsis thaliana	3	3
CHEMBL2366480	106624	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	P62615	SINGLE PROTEIN	Escherichia coli (strain K12)	1	1
CHEMBL2363077	105772	Topoisomerase IV	P48374, Q5EP76	PROTEIN COMPLEX	Neisseria gonorrhoeae	0	0
CHEMBL2364671	106171	Isoleucyl-tRNA synthetase	Q99YW3	SINGLE PROTEIN	Streptococcus pyogenes	0	0
CHEMBL3124733	108045	Glucokinase regulatory protein	Q07071	SINGLE PROTEIN	Rattus norvegicus	18	18
CHEMBL3309040	109181	Beta-galactosidase	P00723	SINGLE PROTEIN	Kluyveromyces lactis	1	1
CHEMBL3391661	109554	Betaine-homocysteine S-methyltransferase	Q93088, Q9H2M3	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2157855	105201	Tyrosine-protein phosphatase non-receptor type 22	P29352	SINGLE PROTEIN	Mus musculus	30	40
CHEMBL2189139	105469	Aspartate aminotransferase, cytoplasmic	P17174	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2189141	105471	Dolichol-phosphate-mannose synthase	Q5QQ41	SINGLE PROTEIN	Trypanosoma brucei brucei	2	2
CHEMBL2189144	105474	Phosphoinositide 3-kinase regulatory subunit 4	Q99570	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2268013	105549	Cytochrome P450 71B1	P49264	SINGLE PROTEIN	Thlaspi arvense	1	3
CHEMBL2366434	106578	Photosystem I iron-sulfur center	G3EFH9	SINGLE PROTEIN	Panicum virgatum	2	3
CHEMBL2366569	106713	Juvenile hormone esterase	P30809, P30810	PROTEIN FAMILY	Trichoplusia ni	10	10
CHEMBL2366424	106568	Putative protoporphyrinogen IX oxidase	C6L817	SINGLE PROTEIN	Cucumis sativus	2	7
CHEMBL2366442	106586	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	J3SE37	SINGLE PROTEIN	Crotalus adamanteus	17	18
CHEMBL2366514	106658	Ace-orthologous acetylcholinesterase	Q9NJH6	SINGLE PROTEIN	Nephotettix cincticeps	24	40
CHEMBL2233619	105516	Beta-lactamase SHV-95	A3FFR5	SINGLE PROTEIN	Citrobacter freundii	4	4
CHEMBL2285351	105553	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic	Q9CAK8	SINGLE PROTEIN	Arabidopsis thaliana	1	1
CHEMBL2285353	105555	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic	P69834	SINGLE PROTEIN	Arabidopsis thaliana	4	5
CHEMBL2366510	106654	Protoporphyrinogen oxidase, chloroplastic	Q9AR38	SINGLE PROTEIN	Oryza sativa subsp. japonica	10	10
CHEMBL2366473	106617	Probable glutathione reductase 2	P30635	SINGLE PROTEIN	Caenorhabditis elegans	91	91
CHEMBL2366474	106618	Triosephosphate isomerase, chloroplastic	P46225	SINGLE PROTEIN	Secale cereale	5	7
CHEMBL2311244	105597	DNA gyrase	P22118, P48371	PROTEIN COMPLEX	Neisseria gonorrhoeae	0	0
CHEMBL2331048	105644	Transmembrane protease serine 4	Q9NRS4	SINGLE PROTEIN	Homo sapiens	41	46
CHEMBL2331062	105658	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	Q9WVR3	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2331064	105660	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	O15357	SINGLE PROTEIN	Homo sapiens	14	15
CHEMBL3351199	109523	Protein phosphatase 1G	O15355	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3351218	109542	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	O43598	SINGLE PROTEIN	Homo sapiens	25	25
CHEMBL3351220	109544	Ribosomal protein S6 kinase alpha-2	Q9WUT3	SINGLE PROTEIN	Mus musculus	27	27
CHEMBL2380187	107589	Poly [ADP-ribose] polymerase 6	Q2NL67	SINGLE PROTEIN	Homo sapiens	9	11
CHEMBL2366515	106659	Protoporphyrinogen IX oxidase	Q9SPL6	SINGLE PROTEIN	Cichorium intybus	10	10
CHEMBL3108654	108014	Telomerase reverse transcriptase	Q673L6	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3108659	108019	6-phospho-1-fructokinase, putative	Q4E657	SINGLE PROTEIN	Trypanosoma cruzi	42	79
CHEMBL3407327	109586	Pantothenate kinase 2, mitochondrial	Q9BZ23	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2331040	105636	DNA gyrase	Q5HK03, Q5HK04	PROTEIN COMPLEX	Staphylococcus epidermidis	0	0
CHEMBL2364026	106005	Pyruvate:ferredoxin oxidoreductase	Q968X7	SINGLE PROTEIN	Cryptosporidium parvum	0	0
CHEMBL3347254	109501	DNA polymerase I, thermostable	P30313	SINGLE PROTEIN	Thermus thermophilus	1	1
CHEMBL3596078	109840	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	P17443	SINGLE PROTEIN	Escherichia coli (strain K12)	10	12
CHEMBL3600279	109855	E3 ubiquitin-protein ligase Mdm2	P23804	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3603729	109857	2-acylglycerol O-acyltransferase 2	Q80W94	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3562177	109773	Beta-lactamase	O31272	SINGLE PROTEIN	Aeromonas veronii	16	27
CHEMBL3608199	109862	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	Q8CIH5	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3627583	109905	Kinase suppressor of Ras 2	Q6VAB6	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3627587	109909	Indoleamine 2,3-dioxygenase 2	Q6ZQW0	SINGLE PROTEIN	Homo sapiens	12	61
CHEMBL2321619	105608	Non-receptor tyrosine-protein kinase TYK2	Q9R117	SINGLE PROTEIN	Mus musculus	4	5
CHEMBL3638332	109937	Genome polyprotein	O92972	SINGLE PROTEIN	Hepatitis C virus genotype 1b (strain HC-J4) (HCV)	26	54
CHEMBL3638340	109945	Cyclin-dependent kinase 4	Q0GMK6	SINGLE PROTEIN	Oryctolagus cuniculus	20	40
CHEMBL3638355	109960	5,6-dihydroxyindole-2-carboxylic acid oxidase	P07147	SINGLE PROTEIN	Mus musculus	3	6
CHEMBL1255130	103541	Beta-lactamase	P05193	SINGLE PROTEIN	Citrobacter freundii	23	28
CHEMBL3822352	116816	Glucosyltransferase-S	P49331	SINGLE PROTEIN	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	5	11
CHEMBL3774299	116753	Histone acetyltransferase KAT7	O95251	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3711487	113448	Beta-adrenergic receptor kinase 2	P26818	SINGLE PROTEIN	Bos taurus	6	6
CHEMBL3751658	116715	Purine nucleoside phosphorylase	P50389	SINGLE PROTEIN	Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 /P2)	6	6
CHEMBL3758064	116720	Palmitoleoyl-protein carboxylesterase NOTUM	Q8R116	SINGLE PROTEIN	Mus musculus	60	60
CHEMBL3779754	116757	Steroid 17-alpha-hydroxylase/17,20 lyase	Q2XVA1	SINGLE PROTEIN	Macaca fascicularis	2	9
CHEMBL3739249	116691	Alpha-amylase	P00691	SINGLE PROTEIN	Bacillus subtilis (strain 168)	1	1
CHEMBL3739250	116692	Metalloendopeptidase	A8Q2D1	SINGLE PROTEIN	Brugia malayi	5	5
CHEMBL3745586	116696	Carbonate dehydratase	B2V8E3	SINGLE PROTEIN	Sulfurihydrogenibium sp. (strain YO3AOP1)	40	40
CHEMBL3831289	116869	Caspase	P29466, P31944, P42574, P42575, P49662, P51878, P55210, P55211, P55212, Q14790, Q6UXS9, Q92851	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL3832954	116910	Histone acetyltransferase ESA1	Q08649	SINGLE PROTEIN	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1	1
CHEMBL3885506	117050	Acetyl-CoA carboxylase	P11497, Q1HEC0	PROTEIN FAMILY	Rattus norvegicus	2	2
