log_fl	modelname	target	optimizer	learning_rate	epoch	hidden1	hidden2	dropout	rotate	save_model	test_f1score	test_mcc	test_accuracy	test_precision	test_recall	test_tp	test_fp	test_tn	test_fn	test_threshold	val_auc	val_auprc	test_auc	test_auprc
convnetTop5Run_442.out	ImageNetInceptionV2	CHEMBL206	adam	0.001	15	0	0	0.6	0	1	0.79	0.58	0.78	0.9	0.71	179	19	147	74	0.01	0.89	0.93	0.87	0.89
convnetTop5Run_1620.out	ImageNetInceptionV2	CHEMBL2216739	RMSprop	0.001	30	0	0	0.8	0	1	0.74	0.14	0.59	0.58	1.0	39	28	1	0	1.0	0.63	0.63	0.6	0.63
convnetTop5Run_3037.out	ImageNetInceptionV2	CHEMBL1882	adam	0.0005	15	0	0	0.6	0	1	0.81	0.61	0.8	0.81	0.81	17	4	16	4	0.79	0.88	0.94	0.92	0.93
convnetTop5Run_1967.out	ImageNetInceptionV2	CHEMBL4051	adam	0.0005	30	0	0	0.8	0	1	0.75	0.57	0.78	0.85	0.67	22	4	31	11	0.93	0.83	0.83	0.91	0.91
convnetTop5Run_287.out	ImageNetInceptionV2	CHEMBL3571	adam	0.0005	15	0	0	0.8	0	1	0.92	0.85	0.92	0.95	0.89	231	12	260	28	0.03	0.98	0.98	0.97	0.97
convnetTop5Run_32.out	ImageNetInceptionV2	CHEMBL3959	adam	0.0005	15	0	0	0.6	0	1	0.69	0.31	0.64	0.59	0.82	23	16	14	5	0.89	0.8	0.87	0.7	0.66
convnetTop5Run_3180.out	ImageNetInceptionV2	CHEMBL4132	RMSprop	0.001	15	0	0	0.6	0	1	0.79	0.53	0.74	0.68	0.96	27	13	13	1	0.95	0.77	0.65	0.85	0.82
convnetTop5Run_1797.out	ImageNetInceptionV2	CHEMBL1075138	RMSprop	0.001	15	0	0	0.8	0	1	0.61	0.12	0.56	0.55	0.68	452	372	295	214	0.34	0.58	0.58	0.58	0.57
convnetTop5Run_1768.out	ImageNetInceptionV2	CHEMBL230	adam	0.0005	15	0	0	0.6	0	1	0.81	0.49	0.76	0.77	0.85	312	95	158	54	0.61	0.82	0.86	0.82	0.87
convnetTop5Run_244.out	ImageNetInceptionV2	CHEMBL4303	RMSprop	0.0005	30	0	0	0.6	0	1	0.73	0.17	0.59	0.58	1.0	49	36	2	0	1.0	0.76	0.72	0.66	0.66
convnetTop5Run_1026.out	ImageNetInceptionV2	CHEMBL1824	adam	0.0005	5	0	0	0.6	0	1	0.83	0.65	0.83	0.84	0.81	202	39	201	46	0.87	0.89	0.89	0.91	0.92
convnetTop5Run_522.out	ImageNetInceptionV2	CHEMBL2397	RMSprop	0.001	5	0	0	0.8	0	1	0.67	-0.15	0.5	0.51	0.95	21	20	0	1	0.61	0.52	0.64	0.41	0.52
convnetTop5Run_1032.out	ImageNetInceptionV2	CHEMBL3815	adam	0.0005	30	0	0	0.6	0	1	0.75	0.56	0.75	0.92	0.64	23	2	23	13	0.86	0.79	0.85	0.84	0.9
convnetTop5Run_913.out	ImageNetInceptionV2	CHEMBL1977	adam	0.0005	30	0	0	0.6	0	1	0.56	0.39	0.64	0.89	0.4	17	2	31	25	0.01	0.81	0.86	0.82	0.85
convnetTop5Run_2936.out	ImageNetInceptionV2	CHEMBL3837	RMSprop	0.0005	5	0	0	0.6	0	1	0.67	0.34	0.67	0.71	0.62	50	20	50	30	0.57	0.71	0.8	0.73	0.76
convnetTop5Run_1595.out	ImageNetInceptionV2	CHEMBL3025	adam	0.0001	30	0	0	0.8	0	1	0.68	0.3	0.62	0.56	0.87	34	27	18	5	0.6	0.63	0.6	0.73	0.73
convnetTop5Run_3382.out	ImageNetInceptionV2	CHEMBL2828	adam	0.0001	15	0	0	0.8	0	1	0.76	0.48	0.7	0.62	0.97	31	19	15	1	0.91	0.76	0.69	0.75	0.68
convnetTop5Run_3369.out	ImageNetInceptionV2	CHEMBL3385	adam	0.0001	15	0	0	0.6	0	1	0.82	0.66	0.83	0.84	0.8	16	3	18	4	0.98	0.85	0.84	0.89	0.87
convnetTop5Run_3433.out	ImageNetInceptionV2	CHEMBL3254	adam	0.001	30	0	0	0.8	0	1	0.78	0.55	0.78	0.75	0.8	40	13	40	10	0.69	0.88	0.89	0.87	0.83
convnetTop5Run_1224.out	ImageNetInceptionV2	CHEMBL325	RMSprop	0.001	30	0	0	0.6	0	1	0.67	0.35	0.66	0.77	0.59	41	12	37	28	0.02	0.64	0.68	0.73	0.77
convnetTop5Run_1542.out	ImageNetInceptionV2	CHEMBL3371	adam	0.001	15	0	0	0.8	0	1	0.9	0.8	0.9	0.93	0.87	452	36	480	67	0.49	0.96	0.97	0.96	0.97
convnetTop5Run_1556.out	ImageNetInceptionV2	CHEMBL1878	adam	0.0005	15	0	0	0.6	0	1	0.9	0.79	0.89	0.82	0.98	47	10	42	1	1.0	0.99	0.99	0.98	0.98
convnetTop5Run_734.out	ImageNetInceptionV2	CHEMBL4696	adam	0.001	15	0	0	0.6	0	1	0.47	0.26	0.6	0.75	0.35	9	3	21	17	0.91	0.67	0.75	0.62	0.69
convnetTop5Run_2739.out	ImageNetInceptionV2	CHEMBL1955	adam	0.001	15	0	0	0.8	0	1	0.74	0.61	0.82	0.68	0.81	21	10	48	5	0.79	0.88	0.73	0.88	0.7
convnetTop5Run_3427.out	ImageNetInceptionV2	CHEMBL3401	adam	0.001	5	0	0	0.6	0	1	0.0	0.0	0.43	0.0	0.0	0	0	19	25	1.0	0.84	0.85	0.78	0.74
convnetTop5Run_2049.out	ImageNetInceptionV2	CHEMBL3863	adam	0.0001	15	0	0	0.8	0	1	0.85	0.69	0.82	0.74	1.0	26	9	16	0	0.58	0.85	0.8	0.93	0.94
convnetTop5Run_3357.out	ImageNetInceptionV2	CHEMBL3772	adam	0.001	5	0	0	0.6	0	1	0.77	0.59	0.79	0.85	0.7	51	9	68	22	0.01	0.92	0.93	0.9	0.91
convnetTop5Run_1226.out	ImageNetInceptionV2	CHEMBL5979	RMSprop	0.0001	30	0	0	0.8	0	1	0.66	0.16	0.59	0.66	0.66	23	12	12	12	0.01	0.79	0.79	0.55	0.6
convnetTop5Run_722.out	ImageNetInceptionV2	CHEMBL1983	adam	0.001	15	0	0	0.8	0	1	0.82	0.63	0.81	0.78	0.87	189	54	164	28	0.25	0.93	0.94	0.92	0.93
convnetTop5Run_3425.out	ImageNetInceptionV2	CHEMBL2243	adam	0.0005	30	0	0	0.6	0	1	0.75	0.39	0.7	0.69	0.81	44	20	26	10	0.99	0.75	0.83	0.77	0.79
convnetTop5Run_1232.out	ImageNetInceptionV2	CHEMBL4026	adam	0.0005	30	0	0	0.6	0	1	0.72	0.36	0.68	0.75	0.7	47	16	31	20	0.2	0.79	0.81	0.73	0.78
convnetTop5Run_3419.out	ImageNetInceptionV2	CHEMBL5414	adam	0.001	15	0	0	0.8	0	1	0.71	0.35	0.62	0.56	0.97	38	30	12	1	0.95	0.84	0.83	0.86	0.88
convnetTop5Run_2061.out	ImageNetInceptionV2	CHEMBL4761	adam	0.001	15	0	0	0.8	0	1	0.62	0.0	0.44	0.44	1.0	20	25	0	0	1.0	0.57	0.52	0.6	0.5
convnetTop5Run_2934.out	ImageNetInceptionV2	CHEMBL299	adam	0.0005	30	0	0	0.8	0	1	0.86	0.67	0.84	0.82	0.9	141	30	98	16	1.0	0.87	0.86	0.9	0.91
convnetTop5Run_939.out	ImageNetInceptionV2	CHEMBL6141	adam	0.0005	30	0	0	0.6	0	1	0.77	0.49	0.71	0.63	0.98	79	46	36	2	0.92	0.79	0.84	0.86	0.87
convnetTop5Run_911.out	ImageNetInceptionV2	CHEMBL1977	adam	0.0001	15	0	0	0.8	0	1	0.89	0.81	0.9	1.0	0.8	28	0	32	7	0.85	0.88	0.87	0.97	0.98
convnetTop5Run_246.out	ImageNetInceptionV2	CHEMBL2176771	adam	0.001	15	0	0	0.6	0	1	0.94	0.89	0.95	0.97	0.92	134	4	142	12	0.01	1.0	1.0	0.99	0.99
convnetTop5Run_3141.out	ImageNetInceptionV2	CHEMBL2564	adam	0.001	15	0	0	0.6	0	1	0.9	0.77	0.88	0.84	0.97	64	12	43	2	0.5	0.9	0.91	0.94	0.92
convnetTop5Run_252.out	ImageNetInceptionV2	CHEMBL2127	adam	0.001	30	0	0	0.8	0	1	0.98	0.93	0.97	0.98	0.98	42	1	20	1	0.86	0.99	1.0	0.99	1.0
convnetTop5Run_1030.out	ImageNetInceptionV2	CHEMBL1824	adam	0.001	5	0	0	0.6	0	1	0.79	0.57	0.79	0.77	0.8	192	56	192	48	0.77	0.88	0.86	0.85	0.84
convnetTop5Run_1018.out	ImageNetInceptionV2	CHEMBL5570	adam	0.0001	30	0	0	0.8	0	1	0.93	0.86	0.93	0.95	0.91	40	2	37	4	1.0	0.97	0.98	0.97	0.97
convnetTop5Run_3169.out	ImageNetInceptionV2	CHEMBL4860	adam	0.001	5	0	0	0.6	0	1	0.82	0.64	0.81	0.92	0.74	67	6	57	23	0.01	0.91	0.96	0.94	0.96
convnetTop5Run_2277.out	ImageNetInceptionV2	CHEMBL222	RMSprop	0.001	15	0	0	0.6	0	1	0.8	0.51	0.76	0.78	0.81	135	38	86	31	0.97	0.83	0.87	0.84	0.85
convnetTop5Run_2263.out	ImageNetInceptionV2	CHEMBL216	adam	0.001	15	0	0	0.8	0	1	0.76	0.5	0.75	0.74	0.78	184	65	162	51	0.76	0.79	0.79	0.83	0.84
convnetTop5Run_24.out	ImageNetInceptionV2	CHEMBL2525	RMSprop	0.0005	30	0	0	0.6	0	1	0.8	0.66	0.83	0.84	0.76	83	16	126	26	0.88	0.89	0.88	0.9	0.88
convnetTop5Run_1959.out	ImageNetInceptionV2	CHEMBL4033	adam	0.0005	15	0	0	0.6	0	1	0.33	0.38	0.75	1.0	0.2	2	0	22	8	0.01	0.8	0.76	0.88	0.79
convnetTop5Run_3182.out	ImageNetInceptionV2	CHEMBL4317	adam	0.0005	15	0	0	0.8	0	1	0.84	0.7	0.85	0.88	0.81	21	3	25	5	0.46	0.94	0.94	0.95	0.94
convnetTop5Run_1971.out	ImageNetInceptionV2	CHEMBL2959	adam	0.0005	15	0	0	0.6	0	1	0.85	0.72	0.86	0.89	0.82	100	12	103	22	0.94	0.91	0.91	0.92	0.92
convnetTop5Run_1150.out	ImageNetInceptionV2	CHEMBL3160	adam	0.0005	15	0	0	0.8	0	1	0.8	0.61	0.8	0.83	0.77	20	4	21	6	0.91	0.85	0.89	0.86	0.87
convnetTop5Run_3035.out	ImageNetInceptionV2	CHEMBL3998	adam	0.0001	15	0	0	0.6	0	1	0.8	0.62	0.81	0.77	0.83	34	10	39	7	0.05	0.87	0.87	0.88	0.77
convnetTop5Run_326.out	ImageNetInceptionV2	CHEMBL5582	adam	0.0005	15	0	0	0.8	0	1	0.91	0.83	0.91	0.87	0.95	20	3	22	1	0.11	0.96	0.93	0.97	0.97
convnetTop5Run_1622.out	ImageNetInceptionV2	CHEMBL5141	RMSprop	0.0005	15	0	0	0.8	0	1	0.72	0.44	0.72	0.76	0.68	19	6	19	9	0.99	0.89	0.84	0.76	0.7
convnetTop5Run_468.out	ImageNetInceptionV2	CHEMBL224	adam	0.0005	15	0	0	0.8	0	1	0.87	0.74	0.87	0.88	0.87	583	83	557	89	0.56	0.94	0.94	0.94	0.94
convnetTop5Run_3009.out	ImageNetInceptionV2	CHEMBL4068	adam	0.001	15	0	0	0.6	0	1	0.86	0.72	0.86	0.89	0.83	74	9	73	15	0.99	0.93	0.94	0.93	0.95
convnetTop5Run_497.out	ImageNetInceptionV2	CHEMBL5645	adam	0.001	30	0	0	0.6	0	1	0.93	0.88	0.94	0.96	0.91	70	3	84	7	0.6	0.99	0.99	0.96	0.97
convnetTop5Run_1805.out	ImageNetInceptionV2	CHEMBL1899	adam	0.0005	5	0	0	0.6	0	1	0.0	0.0	0.38	0.0	0.0	0	0	51	83	1.0	0.72	0.8	0.76	0.83
convnetTop5Run_1434.out	ImageNetInceptionV2	CHEMBL5017	adam	0.0001	15	0	0	0.6	0	1	0.86	0.71	0.86	0.89	0.83	39	5	38	8	0.38	0.95	0.95	0.91	0.92
convnetTop5Run_1352.out	ImageNetInceptionV2	CHEMBL2722	adam	0.001	15	0	0	0.6	0	1	0.94	0.84	0.92	0.94	0.93	96	6	62	7	0.51	0.92	0.94	0.96	0.97
convnetTop5Run_2883.out	ImageNetInceptionV2	CHEMBL5815	adam	0.0005	15	0	0	0.6	0	1	0.86	0.79	0.9	0.8	0.94	16	4	27	1	0.81	0.98	0.97	0.96	0.92
convnetTop5Run_2897.out	ImageNetInceptionV2	CHEMBL3912	adam	0.0005	15	0	0	0.6	0	1	0.79	0.16	0.67	0.67	0.97	32	16	2	1	1.0	0.57	0.7	0.67	0.74
convnetTop5Run_642.out	ImageNetInceptionV2	CHEMBL237	adam	0.0005	15	0	0	0.6	0	1	0.89	0.77	0.89	0.9	0.88	535	61	484	70	0.76	0.93	0.93	0.95	0.95
convnetTop5Run_1346.out	ImageNetInceptionV2	CHEMBL4015	adam	0.0005	15	0	0	0.8	0	1	0.93	0.86	0.93	0.93	0.92	270	19	262	22	0.18	0.97	0.97	0.97	0.97
convnetTop5Run_1420.out	ImageNetInceptionV2	CHEMBL3012	RMSprop	0.0005	30	0	0	0.8	0	1	0.21	0.22	0.46	1.0	0.11	12	0	68	93	0.03	0.86	0.89	0.88	0.92
convnetTop5Run_124.out	ImageNetInceptionV2	CHEMBL2622	adam	0.0001	15	0	0	0.6	0	1	0.67	0.27	0.59	0.53	0.9	79	69	33	9	0.99	0.72	0.74	0.65	0.61
convnetTop5Run_3237.out	ImageNetInceptionV2	CHEMBL3514	adam	0.001	15	0	0	0.6	0	1	0.82	0.61	0.79	0.72	0.96	64	25	41	3	1.0	0.96	0.97	0.94	0.93
convnetTop5Run_1408.out	ImageNetInceptionV2	CHEMBL3403	adam	0.001	15	0	0	0.6	0	1	0.72	0.48	0.72	0.62	0.86	18	11	18	3	0.07	0.87	0.82	0.85	0.83
convnetTop5Run_2673.out	ImageNetInceptionV2	CHEMBL2581	adam	0.0005	30	0	0	0.8	0	1	0.85	0.53	0.78	0.77	0.94	197	60	64	12	0.1	0.84	0.86	0.83	0.87
convnetTop5Run_2115.out	ImageNetInceptionV2	CHEMBL3795	adam	0.0005	5	0	0	0.6	0	1	0.93	0.84	0.92	0.91	0.95	99	10	78	5	0.98	0.97	0.98	0.98	0.98
convnetTop5Run_2840.out	ImageNetInceptionV2	CHEMBL2004	RMSprop	0.001	15	0	0	0.8	0	1	0.79	0.68	0.82	0.65	1.0	13	7	18	0	0.25	0.88	0.67	0.87	0.65
convnetTop5Run_1391.out	ImageNetInceptionV2	CHEMBL5147	adam	0.001	15	0	0	0.6	0	1	0.79	0.49	0.75	0.72	0.86	68	26	41	11	0.93	0.88	0.88	0.79	0.77
convnetTop5Run_695.out	ImageNetInceptionV2	CHEMBL4235	adam	0.0001	15	0	0	0.8	0	1	0.77	0.36	0.7	0.8	0.74	53	13	23	19	0.99	0.84	0.86	0.76	0.85
convnetTop5Run_681.out	ImageNetInceptionV2	CHEMBL4801	RMSprop	0.0001	15	0	0	0.6	0	1	0.75	0.39	0.7	0.83	0.69	44	9	23	20	0.89	0.72	0.79	0.8	0.89
convnetTop5Run_2868.out	ImageNetInceptionV2	CHEMBL2185	adam	0.001	15	0	0	0.6	0	1	0.79	0.55	0.77	0.81	0.77	222	53	191	67	0.07	0.88	0.88	0.86	0.89
convnetTop5Run_865.out	ImageNetInceptionV2	CHEMBL5221	adam	0.0005	30	0	0	0.8	0	1	0.53	0.23	0.62	0.47	0.62	8	9	15	5	0.97	0.77	0.81	0.67	0.6
convnetTop5Run_864.out	ImageNetInceptionV2	CHEMBL5221	RMSprop	0.0005	30	0	0	0.6	0	1	0.67	0.52	0.78	0.8	0.57	8	2	20	6	0.07	0.77	0.72	0.92	0.84
convnetTop5Run_870.out	ImageNetInceptionV2	CHEMBL3508	adam	0.0001	15	0	0	0.8	0	1	0.87	0.75	0.87	0.93	0.83	38	3	37	8	0.38	0.9	0.91	0.92	0.94
convnetTop5Run_2855.out	ImageNetInceptionV2	CHEMBL321	adam	0.001	15	0	0	0.6	0	1	0.8	0.46	0.74	0.73	0.89	178	67	76	22	0.51	0.83	0.86	0.83	0.87
convnetTop5Run_1384.out	ImageNetInceptionV2	CHEMBL3869	RMSprop	0.0005	15	0	0	0.8	0	1	0.79	0.56	0.78	0.78	0.8	90	25	78	22	0.99	0.83	0.82	0.85	0.86
convnetTop5Run_694.out	ImageNetInceptionV2	CHEMBL4235	adam	0.001	5	0	0	0.6	0	1	0.0	0.0	0.32	0.0	0.0	0	0	32	69	1.0	0.81	0.82	0.76	0.8
convnetTop5Run_2699.out	ImageNetInceptionV2	CHEMBL4898	RMSprop	0.0001	15	0	0	0.6	0	1	0.78	0.48	0.75	0.78	0.78	28	8	19	8	0.82	0.85	0.9	0.83	0.88
convnetTop5Run_1409.out	ImageNetInceptionV2	CHEMBL3403	adam	0.0001	30	0	0	0.6	0	1	0.75	0.44	0.72	0.7	0.81	21	9	15	5	0.18	0.78	0.67	0.78	0.83
convnetTop5Run_2666.out	ImageNetInceptionV2	CHEMBL5413	adam	0.0005	15	0	0	0.6	0	1	0.96	0.92	0.96	0.98	0.95	39	1	34	2	0.87	0.96	0.98	0.99	0.99
convnetTop5Run_1347.out	ImageNetInceptionV2	CHEMBL4015	RMSprop	0.0005	15	0	0	0.8	0	1	0.91	0.83	0.92	0.94	0.88	225	15	294	32	0.91	0.98	0.97	0.97	0.97
convnetTop5Run_643.out	ImageNetInceptionV2	CHEMBL237	RMSprop	0.001	30	0	0	0.6	0	1	0.79	0.56	0.77	0.71	0.89	516	206	398	66	1.0	0.88	0.83	0.86	0.81
convnetTop5Run_2896.out	ImageNetInceptionV2	CHEMBL3912	adam	0.0001	15	0	0	0.6	0	1	0.77	0.66	0.82	0.96	0.65	24	1	38	13	0.77	0.8	0.8	0.84	0.88
convnetTop5Run_2128.out	ImageNetInceptionV2	CHEMBL4198	adam	0.0005	15	0	0	0.6	0	1	0.76	0.26	0.67	0.7	0.83	74	32	22	15	0.8	0.86	0.9	0.74	0.8
convnetTop5Run_3236.out	ImageNetInceptionV2	CHEMBL3514	adam	0.001	15	0	0	0.8	0	1	0.2	0.25	0.58	1.0	0.11	7	0	69	56	0.01	0.93	0.95	0.93	0.93
convnetTop5Run_1435.out	ImageNetInceptionV2	CHEMBL5017	adam	0.0001	15	0	0	0.8	0	1	0.82	0.61	0.8	0.74	0.93	42	15	28	3	0.46	0.91	0.91	0.93	0.93
convnetTop5Run_3222.out	ImageNetInceptionV2	CHEMBL2871	adam	0.0005	15	0	0	0.8	0	1	0.91	0.82	0.91	0.89	0.94	193	24	164	12	1.0	0.97	0.98	0.97	0.97
convnetTop5Run_1353.out	ImageNetInceptionV2	CHEMBL2722	RMSprop	0.001	15	0	0	0.8	0	1	0.84	0.6	0.81	0.79	0.9	83	22	46	9	0.2	0.87	0.85	0.89	0.91
convnetTop5Run_657.out	ImageNetInceptionV2	CHEMBL4896	adam	0.001	15	0	0	0.6	0	1	0.84	0.66	0.83	0.83	0.86	19	4	15	3	0.41	0.92	0.95	0.84	0.74
convnetTop5Run_1804.out	ImageNetInceptionV2	CHEMBL1899	adam	0.001	30	0	0	0.6	0	1	0.86	0.6	0.82	0.87	0.85	76	11	34	13	1.0	0.93	0.96	0.91	0.95
convnetTop5Run_1810.out	ImageNetInceptionV2	CHEMBL3976	RMSprop	0.001	15	0	0	0.8	0	1	0.61	0.44	0.67	0.91	0.46	51	5	82	61	0.05	0.7	0.71	0.77	0.8
convnetTop5Run_1838.out	ImageNetInceptionV2	CHEMBL1951	adam	0.0005	15	0	0	0.8	0	1	0.62	0.32	0.66	0.68	0.56	109	51	150	84	1.0	0.73	0.72	0.72	0.71
convnetTop5Run_496.out	ImageNetInceptionV2	CHEMBL5645	adam	0.001	15	0	0	0.8	0	1	0.59	0.5	0.68	1.0	0.42	38	0	77	53	0.01	0.98	0.98	0.96	0.97
convnetTop5Run_2316.out	ImageNetInceptionV2	CHEMBL280	RMSprop	0.0005	15	0	0	0.6	0	1	0.8	0.43	0.72	0.68	0.96	182	84	48	7	1.0	0.83	0.86	0.82	0.86
convnetTop5Run_469.out	ImageNetInceptionV2	CHEMBL224	adam	0.0005	15	0	0	0.6	0	1	0.88	0.74	0.87	0.85	0.91	635	112	505	62	1.0	0.94	0.94	0.94	0.94
convnetTop5Run_2302.out	ImageNetInceptionV2	CHEMBL1841	adam	0.0001	15	0	0	0.6	0	1	0.76	0.43	0.72	0.74	0.78	32	11	20	9	0.89	0.72	0.7	0.7	0.72
convnetTop5Run_1623.out	ImageNetInceptionV2	CHEMBL5141	adam	0.001	15	0	0	0.6	0	1	0.84	0.71	0.83	0.73	1.0	24	9	20	0	0.07	0.91	0.94	0.98	0.97
convnetTop5Run_327.out	ImageNetInceptionV2	CHEMBL5582	adam	0.0005	15	0	0	0.6	0	1	0.9	0.81	0.9	0.88	0.92	22	3	25	2	0.01	0.97	0.96	0.98	0.97
convnetTop5Run_1151.out	ImageNetInceptionV2	CHEMBL238	adam	0.001	15	0	0	0.6	0	1	0.8	0.48	0.75	0.76	0.84	125	40	67	24	0.99	0.79	0.82	0.82	0.85
convnetTop5Run_2458.out	ImageNetInceptionV2	CHEMBL5076	adam	0.0005	5	0	0	0.8	0	1	0.79	0.63	0.8	0.91	0.71	60	6	66	25	0.09	0.91	0.92	0.89	0.9
convnetTop5Run_1794.out	ImageNetInceptionV2	CHEMBL4835	RMSprop	0.0001	30	0	0	0.6	0	1	0.7	0.48	0.73	0.59	0.84	16	11	21	3	1.0	0.83	0.77	0.8	0.69
convnetTop5Run_31.out	ImageNetInceptionV2	CHEMBL3959	adam	0.001	15	0	0	0.8	0	1	0.59	0.33	0.59	0.89	0.44	17	2	17	22	0.94	0.87	0.92	0.74	0.88
convnetTop5Run_1780.out	ImageNetInceptionV2	CHEMBL4552	adam	0.001	30	0	0	0.8	0	1	0.92	0.79	0.9	0.98	0.87	48	1	23	7	0.31	0.9	0.95	0.94	0.98
convnetTop5Run_1958.out	ImageNetInceptionV2	CHEMBL4033	RMSprop	0.0001	30	0	0	0.8	0	1	0.73	0.35	0.67	0.66	0.83	19	10	10	4	0.98	0.65	0.59	0.81	0.88
convnetTop5Run_284.out	ImageNetInceptionV2	CHEMBL3535	adam	0.001	15	0	0	0.6	0	1	0.93	0.84	0.92	0.94	0.92	33	2	25	3	0.77	0.95	0.94	0.96	0.96
convnetTop5Run_2504.out	ImageNetInceptionV2	CHEMBL5652	RMSprop	0.0001	15	0	0	0.8	0	1	0.62	0.0	0.45	0.45	1.0	57	69	0	0	1.0	0.57	0.5	0.54	0.47
convnetTop5Run_1031.out	ImageNetInceptionV2	CHEMBL3815	RMSprop	0.001	15	0	0	0.8	0	1	0.6	0.23	0.5	0.43	0.95	20	26	7	1	0.99	0.69	0.71	0.73	0.63
convnetTop5Run_247.out	ImageNetInceptionV2	CHEMBL2176771	adam	0.0005	15	0	0	0.6	0	1	0.88	0.77	0.87	0.79	0.99	133	35	119	2	1.0	1.0	0.99	0.99	0.99
convnetTop5Run_1743.out	ImageNetInceptionV2	CHEMBL205	adam	0.001	30	0	0	0.8	0	1	0.79	0.48	0.75	0.84	0.75	63	12	35	21	0.03	0.83	0.86	0.82	0.9
convnetTop5Run_2921.out	ImageNetInceptionV2	CHEMBL2971	adam	0.001	15	0	0	0.6	0	1	0.87	0.74	0.87	0.9	0.83	472	53	499	94	0.03	0.95	0.95	0.94	0.94
convnetTop5Run_938.out	ImageNetInceptionV2	CHEMBL6141	adam	0.0005	15	0	0	0.8	0	1	0.81	0.46	0.73	0.7	0.98	96	42	24	2	0.95	0.76	0.77	0.81	0.84
convnetTop5Run_3418.out	ImageNetInceptionV2	CHEMBL5414	adam	0.0005	30	0	0	0.6	0	1	0.86	0.75	0.88	0.86	0.86	31	5	40	5	0.94	0.95	0.97	0.95	0.95
convnetTop5Run_2060.out	ImageNetInceptionV2	CHEMBL3923	adam	0.0005	15	0	0	0.6	0	1	0.9	0.79	0.89	0.89	0.91	32	4	27	3	0.85	0.99	0.99	0.98	0.99
convnetTop5Run_2074.out	ImageNetInceptionV2	CHEMBL4897	adam	0.001	15	0	0	0.8	0	1	0.93	0.86	0.93	0.91	0.95	20	2	19	1	0.09	0.94	0.82	0.94	0.86
convnetTop5Run_1541.out	ImageNetInceptionV2	CHEMBL3371	adam	0.001	15	0	0	0.6	0	1	0.9	0.81	0.9	0.92	0.89	459	40	478	59	0.43	0.96	0.96	0.96	0.96
convnetTop5Run_2048.out	ImageNetInceptionV2	CHEMBL3863	adam	0.0005	15	0	0	0.8	0	1	0.81	0.58	0.79	0.76	0.88	22	7	15	3	0.98	0.93	0.95	0.88	0.91
convnetTop5Run_1227.out	ImageNetInceptionV2	CHEMBL5979	adam	0.0005	15	0	0	0.8	0	1	0.0	0.0	0.47	0.0	0.0	0	0	35	39	0.01	0.73	0.77	0.72	0.74
convnetTop5Run_1268.out	ImageNetInceptionV2	CHEMBL214	adam	0.0005	15	0	0	0.6	0	1	0.85	0.72	0.86	0.88	0.83	535	73	575	111	0.89	0.94	0.93	0.93	0.92
convnetTop5Run_3319.out	ImageNetInceptionV2	CHEMBL1829	adam	0.0005	5	0	0	0.6	0	1	0.3	0.18	0.47	0.84	0.18	16	3	51	73	0.02	0.66	0.74	0.7	0.8
convnetTop5Run_9.out	ImageNetInceptionV2	CHEMBL3880	adam	0.0005	15	0	0	0.8	0	1	0.66	0.48	0.67	0.96	0.5	25	1	28	25	0.21	0.76	0.81	0.78	0.88
convnetTop5Run_2749.out	ImageNetInceptionV2	CHEMBL5028	adam	0.0001	15	0	0	0.6	0	1	0.79	0.65	0.79	0.66	1.0	23	12	21	0	1.0	0.88	0.87	0.95	0.93
convnetTop5Run_744.out	ImageNetInceptionV2	CHEMBL308	RMSprop	0.001	15	0	0	0.6	0	1	0.77	0.58	0.79	0.84	0.71	126	24	156	52	1.0	0.78	0.78	0.82	0.81
convnetTop5Run_750.out	ImageNetInceptionV2	CHEMBL6175	RMSprop	0.0001	15	0	0	0.8	0	1	0.31	0.16	0.57	0.67	0.2	4	2	20	16	0.57	0.71	0.73	0.68	0.65
convnetTop5Run_3443.out	ImageNetInceptionV2	CHEMBL2414	adam	0.0001	5	0	0	0.8	0	1	0.77	0.58	0.79	0.8	0.75	36	9	44	12	0.64	0.84	0.81	0.86	0.88
convnetTop5Run_2985.out	ImageNetInceptionV2	CHEMBL249	adam	0.001	5	0	0	0.6	0	1	0.73	0.22	0.59	0.57	1.0	505	383	35	0	1.0	0.88	0.85	0.89	0.87
convnetTop5Run_3325.out	ImageNetInceptionV2	CHEMBL3081	RMSprop	0.0001	30	0	0	0.8	0	1	0.68	0.16	0.55	0.53	0.95	39	35	6	2	0.93	0.64	0.62	0.7	0.76
convnetTop5Run_787.out	ImageNetInceptionV2	CHEMBL3037	adam	0.0001	15	0	0	0.6	0	1	0.79	0.56	0.74	0.65	1.0	28	15	14	0	0.97	0.8	0.86	0.83	0.83
convnetTop5Run_3494.out	ImageNetInceptionV2	CHEMBL1918	RMSprop	0.0001	30	0	0	0.8	0	1	0.71	0.0	0.55	0.55	1.0	29	24	0	0	1.0	0.72	0.68	0.72	0.81
convnetTop5Run_2952.out	ImageNetInceptionV2	CHEMBL2617	RMSprop	0.001	30	0	0	0.6	0	1	0.74	0.66	0.81	1.0	0.58	21	0	44	15	0.01	0.93	0.94	0.93	0.93
convnetTop5Run_3480.out	ImageNetInceptionV2	CHEMBL3807	adam	0.0001	30	0	0	0.8	0	1	0.71	0.52	0.76	0.82	0.62	40	9	65	24	0.02	0.78	0.79	0.81	0.81
